,name,birthplace,birth_place
21101,Kevin Paige,"Memphis, TN",
21102,Cadillac Tramps,,
21103,The Sonarphonics,,
21104,Mamba,,
21105,The Vulgar Boatmen,,
21106,The Gene Harris Quartet,,
21107,Moncho,"Gävle, Sweden",
21108,Jaz-O,Brooklyn,
21109,Otis Spann's South Side Piano,,
21110,J. Daniel Smith,,
21111,Jacqueline Farreyrol,,
21112,Joe Renzetti,Philadelphia,
21113,Shimi Tavori,"Ness Ziona, Israel",
21114,Montgomery Gentry,"Summit, Kentucky|Summit, Kentucky, U.S.",
21115,Big Head Todd and The Monsters,,
21116,Perssons Pack,,
21117,Arun Thapa,"Calcutta, India",
21118,De Musikalske Dvergene,,
21119,Mariachi Guadalajara de Silvestre Vargas y Mariachi México,,
21120,Ed's Redeeming Qualities,,
21121,Amadou & Mariam,,
21122,Humberto Herrera,,
21123,David Popper,Prague,
21124,J. Whitney,,
21125,Mastedon,"Nashville/Davidson, Tennessee",
21126,Inimigos Do Rei,,
21127,Restauracion,,
21128,Jovanotti,Rome,
21129,Маленький принц,,
21130,Ronny Grant,,
21131,New York Voices,,
21132,Watchtower,,
21133,Antonio Ruiz Pipó,Granada,
21134,Judy Caplan Ginsburgh,,
21135,The Untamed Youth,,
21136,Silent Rage,,
21137,James Barton,,
21138,Bülent Ersoy,"Istanbul, Turkey",
21139,F. Loesser,,
21140,Dinamita Pa Los Pollos,,
21141,Rene Froger,,
21142,D.F.X.,,
21143,Russ Brown,,
21144,Fifth Angel,"Bellevue, Washington",
21145,McCarthy,,
21146,Håkan Södergren,"Rosersberg, Sweden|SWE",
21147,Henry Rollins,"Washington, D.C.",
21148,Cows,,
21149,Viper,El Dorado,
21150,Chona Cruz,,
21151,Lush,"London, England","London, England"
21152,Stage Frite,,
21153,James Cleveland & The Northern & Southern California Choirs of the G.M.W.A.,"Chicago, Illinois, U.S.",
21154,TEEN DREAM,,
21155,Nikolas Asimos,Thessaloniki,
21156,Miko Mission,Alessandria,
21157,Gillian Bevan,"Stockport, England",
21158,Stan Ridgway,Barstow,
21159,Intruder,,
21160,Tony Pabon,,
21161,Melidian,,
21162,Raging Slab,"New York City, New York, New York (state)|New York, United States",
21163,Julio Angel,,
21164,Great Speckled Bird,,
21165,Dee Dee King,,
21166,Hélène Rollès,"Le Mans, France",
21167,Chorus Of Orpheus In The Underworld,,
21168,Demjen Ferenc,,
21169,Front Line Assembly,"Vancouver, British Columbia, Canada",
21170,N.Y. House'n Authority,,
21171,Procuro Olvidarte,,
21172,Michael Amerlan,,
21173,Partibrejkers,"Belgrade, Serbia",
21174,小虎隊,,
21175,Estudantina Universitária de Coimbra,,
21176,Rob Wasserman,"San Mateo, California|San Mateo, California, U.S.",
21177,Rigo Tovar,Heroica Matamoros,
21178,Peter Tobias,,
21179,Selahattin Özdemir,,
21180,Sheila Jordan,Detroit,
21181,Paul Shaffer,Thunder Bay,
21182,Larry Woods,"Rogersville, Alabama",
21183,Arkadi Duchin,Babruysk,
21184,Maura O'Connell,"Ennis, County Clare, Ireland",
21185,Strix Q,,
21186,Royalty,,
21187,Felicia Sanders,,
21188,"Hello, Dolly! Ensemble (1967)",,
21189,Stratovarius,"Helsinki, Uusimaa, Finland",
21190,Yujiro Ishihara,"Kobe, Japan",
21191,Richard Woodward,,
21192,Midnight Express,,
21193,Matti Røssland,,
21194,Western Swingers,,
21195,S.T.S,,
21196,Simon Green,,
21197,The Warner Bros. Studio Orchestra,,
21198,Paul Haig,"Edinburgh, Scotland",
21199,Naima,,
21200,Sea Hags,"San Francisco, California, United States",
21201,DXJ,,
21202,Two Nice Girls,"Austin, Texas",
21203,Lisa Lisa,"New York City, New York, USA",
21204,Raw Deal,,
21205,Bruno Martino,Rome,
21206,Slipknot,"Des Moines, Iowa, U.S.","Des Moines, Iowa, U.S."
21207,Neal Schon,"Tinker Air Force Base, Oklahoma, U.S.",
21208,Wood Allen,,
21209,Fiebre Amarilla,,
21210,Toby Keith,Clinton,
21211,The Barra MacNeils,"Sydney Mines, Nova Scotia, Canada",
21212,Rinaldi String Quartet,,
21213,Lisa Dancing-Light,,
21214,Newsong,,
21215,Pastorita Huaracina,,
21216,Company of The Wizard of Oz,,
21217,"Hello, Dolly! Orchestra",,
21218,Faye Wong,Beijing,
21219,Jonas Fjeld,"Bodø, Norway",
21220,Walt Solek and His Orchestra,,
21221,Auburn Marching Band,,
21222,David Pabon,,
21223,Akira Nishimura,Hyōgo Prefecture,
21224,Riva,,
21225,The Gas House Gang,,
21226,Frazier Chorus,"Brighton, England",
21227,Karussell,,
21228,The Rice Brothers,,
21229,Dry Branch Fire Squad,,
21230,J.B. Hutto and His Hawks,,
21231,Blues Saraceno,Hartford,
21232,King Sun,,
21233,Børudgjengen,,
21234,James Turle,Taunton,
21235,Rage of Angels,,
21236,Günter Schmitz,,
21237,Kym Mazelle,Gary,
21238,Martine Chevrier,,
21239,Sharda Sinha,"Hulas, Raghopur, Supaul district, Bihar",
21240,Mitch Miller & The Sing-Along Gang,"Rochester, New York, U.S.",
21241,Marianella,,
21242,Death Side,,
21243,Umberto Tozzi,Turin,
21244,Flipper's Guitar,"Tokyo, Japan",
21245,M. Nasir,Colony of Singapore,
21246,Life's Blood,"New York City|New York, New York State|New York, United States|USA",
21247,Princess Pang,,
21248,William Crotch,Norwich,
21249,Elenis and Athanasiou,,
21250,The Richard Romance Orchestra,,
21251,David Zaffiro,,
21252,Hard-Ons,"Sydney, Australia",
21253,The Big Three Trio,,
21254,Bepers,,
21255,Syd Straw,,
21256,Vic Taylor,Jamaica,
21257,Fetchin' Bones,,
21258,Mucky Pup,"Bergenfield, New Jersey, United States",
21259,Henry Walford Davies,,
21260,John Barnby,,
21261,PC Davidoff,,
21262,Roberto Goyeneche,,
21263,Jimmy Van Eaton,"Memphis, Tennessee, United States",
21264,Der Plan,"Düsseldorf, Germany",
21265,Stuart Hamm,"New Orleans, Louisiana, United States",
21266,Duo Misioneros de Cristo,,
21267,The Rubettes,England,
21268,Louie Anderson,Minneapolis,
21269,Jackie Brenston,Clarksdale,
21270,Frank Fischer,Püttlingen,
21271,Harry Simeone,Newark,
21272,Candy Devine,"Cairns, Queensland, Australia",
21273,Al Denson,"Starkville, Mississippi|Starkville, Mississippi U.S.",
21274,Ute Til Lunch,,
21275,Foster & McElroy,,
21276,Samuel Wesley,Bristol,
21277,Joyce Irby,"Fort Bragg, NC/Eatonville, FL, United States|U.S. ",
21278,Josu M Gallastegui,,
21279,Bobby Timmons Trio,,
21280,Golpa,,
21281,Peter Finger,Weimar,
21282,Ofer Levi,,
21283,Kikka,,
21284,Stereo MC's,"London, United Kingdom",
21285,İbrahim Tatlıses,Şanlıurfa,
21286,Sara Hickman,Jacksonville,
21287,The Klezmatics,,
21288,Rolando Ojeda,,
21289,Toto Bissainthe,"Cap-Haitien, Haiti",
21290,Reza Rezaei Payvar,,
21291,Richard Elliot,Glasgow,
21292,Miljoonasade,,
21293,The American Boychoir,,
21294,Yuki Kudo,,
21295,Horst Jankowski and his Orchestra,,
21296,Blake Babies,"Boston, Massachusetts, United States",
21297,Kyle Matthews,,
21298,Ann Wakefield,,
21299,Alice In Chains,,
21300,Bell Biv DeVoe,"Boston, Massachusetts, United States",
21301,A Tribe Called Quest,"St. Albans, Queens, New York City, New York (state)|New York, U.S.",
21302,The Black Crowes,"Marietta, Georgia, United States",
21303,Pantera,"Arlington, Texas, U.S.",
21304,Wilson Phillips,"Los Angeles, California, U.S.",
21305,Digital Underground,"Oakland, California, U.S.",
21306,Joe Diffie,Tulsa,
21307,The La's,"Liverpool, England",
21308,Temple Of The Dog,,
21309,Maná,"Guadalajara, Mexico",
21310,Jon Bon Jovi,Perth Amboy,
21311,Vanilla Ice,Dallas,
21312,Damn Yankees,"Los Angeles, California, U.S.","Los Angeles, California, U.S."
21313,C & C Music Factory,,
21314,En Vogue,"Oakland, California, U.S.",
21315,Hi-Five,"Waco, Texas, United States",
21316,Ralph Tresvant,"Boston, Massachusetts, U.S.",
21317,Firehouse,,
21318,C.W. McCall,,
21319,Blues Traveler,,
21320,Jerry Rivera,"Humacao, Puerto Rico",
21321,Guayacán Orquesta,,
21322,Tommy Dorsey,Shenandoah,
21323,Alejandra Guzman,,
21324,The Sundays,"London, England",
21325,Deee-Lite,"New York City|New York, New York, U.S.",
21326,Kid Frost,,
21327,Oleta Adams,"Seattle|Seattle, Washington, U.S.",
21328,Ani DiFranco,Buffalo,
21329,SNAP!,,
21330,Mazzy Star,"Santa Monica, California, U.S.",
21331,Ice Cube,Los Angeles,
21332,Pirates Of The Mississippi,,
21333,Brand Nubian,"New Rochelle, New York (state)|New York, U.S.",
21334,Uncle Tupelo,"Belleville, Illinois, U.S.",
21335,Ride,"Oxford, England","Oxford, England"
21336,Enigma,,
21337,Candyman,,
21338,Mark Chesnutt,Beaumont,
21339,The Cry,,
21340,The Charlatans,,
21341,Nelson,,
21342,Lighter Shade Of Brown,,
21343,Primus,"El Sobrante, California, U.S.","El Sobrante, California, U.S."
21344,Emile Pandolfi,,
21345,Texas Tornados,,
21346,Compton's Most Wanted,"Compton, California, U.S.",
21347,Alias,Hollis,
21348,Lucha Villa,"Camargo, Chihuahua|Camargo, Chihuahua (state)|Chihuahua, Mexico",
21349,Rude Boys with Gerald Levert,,
21350,Lynch Mob,"California, United States|US","California, United States|US"
21351,Camp Lo,"The Bronx, New York City, New York (state)|New York, United States",
21352,Geoffrey Oryema,"Soroti, Uganda",
21353,Selena,Lake Jackson,
21354,Green River,,
21355,The Cleftones,,
21356,Timmy T,"Fresno, California",
21357,Inspiraciòn,,
21358,Tito Rojas Y Su Orquesta,,
21359,Grupo Miramar,,
21360,Sacred Reich,"Phoenix, Arizona, United States",
21361,Charles Trenet,Narbonne,
21362,Jawbreaker,"New York City, New York, U.S.","New York City, New York, U.S."
21363,Trixter,"Paramus, New Jersey|Paramus, New Jersey, United States|USA",
21364,Gary Hobbs,,
21365,Cybotron,,
21366,Cielo Azul,,
21367,Londonbeat,"London, England",
21368,N2DEEP,,
21369,Béla Fleck and the Flecktones,"Nashville, Tennessee, U.S.",
21370,Leonardo Favio,Luján de Cuyo,
21371,George Lamond,"Washington, D.C.",
21372,Entombed,"Stockholm, Sweden","Stockholm, Sweden"
21373,Larry Hernández,"Los Angeles, California, U.S.",
21374,Marcos Vidal,Frankfurt,
21375,Poor Righteous Teachers,"Trenton, New Jersey|Trenton, New Jersey",
21376,Cómplices,,
21377,Johnny Van Zant,"Jacksonville, Florida, U.S.",
21378,Tropical Panamá,,
21379,Billy Dean,Quincy,
21380,Nat King Cole Trio,,
21381,Thunder,"London, England","London, England"
21382,Trinere,"Miami, Florida, U.S.",
21383,Hunter Foster,Lumberton,
21384,Brother Noland,,
21385,Basic Black,,
21386,Salomón Robles Y Sus Legendarios,,
21387,Enzo Enzo,,
21388,Matt Monro,"Shoreditch, London, England",
21389,Tony Vega,"Salinas, Puerto Rico",
21390,the Thrill Kill Kult,,
21391,La Luz Roja De San Marcos,,
21392,黃品源,,
21393,Today,,
21394,The Breeders,"Dayton, Ohio, U.S.",
21395,Keith Sweat (Duet With Gerald Levert),,
21396,Banda Triguera,,
21397,Deicide,"Tampa, Florida, United States","Tampa, Florida, United States"
21398,W.G. Snuffy Walden,,
21399,Jeff Lynne,Shard End,
21400,Rocky Orchestra,,
21401,Kapena,,
21402,Basil Poledouris,Kansas City,
21403,Ken Mellons,Kingsport,
21404,Mud,,
21405,Ween,"New Hope, Pennsylvania, U.S.",
21406,Jorma Kaukonen,"Washington, D.C.",
21407,Kwame And A New Beginning,,
21408,Niney The Observer,,
21409,DJ Magic Mike,Orlando,
21410,Pochy Y Su Cocoband,,
21411,Hortense Ellis,"Trenchtown, Kingston, Jamaica|Kingston, Jamaica",
21412,Above The Law,,
21413,X-Clan,,
21414,Ronnie Lane & Slim Chance,"Plaistow, Newham|Plaistow, Essex",
21415,Father MC,,
21416,Wyclef Jean,"Croix-des-Bouquets, Haiti",
21417,Monie Love,"Battersea, London, United Kingdom",
21418,Sir Douglas Quintet,"San Antonio, Texas, U.S.",
21419,Myriam Hernandez,,
21420,Lard,"Chicago, Illinois, United States","Chicago, Illinois, United States"
21421,Charley Patton,Bolton,
21422,The Notting Hillbillies,,
21423,Erich-Weinert-Ensemble,,
21424,Trashcan Sinatras,,
21425,Beverley Craven,Colombo,
21426,Jeff McCarthy,"Los Angeles, California, U.S.",
21427,Anything Box,"Buenos Aires, Argentina",
21428,Nancy Opel,,
21429,Raúl Esparza,"Wilmington, Delaware, U.S.",
21430,Inspiral Carpets,"Oldham, England",
21431,Sleeze Beez,"Amsterdam, Netherlands",
21432,Attaque 77,"Buenos Aires, Argentina",
21433,Arena Hash,"Lima, Peru",
21434,Orbital,"Sevenoaks, Kent, England","Sevenoaks, Kent, England"
21435,Sybil,,
21436,Dave Stewart,London,
21437,Azucar Moreno,,
21438,Bruce Dickinson,Worksop,
21439,Lalah Hathaway,"Chicago, Illinois, United States",
21440,Chapterhouse,"Reading, Berkshire|Reading, England",
21441,Baton Rouge,,
21442,4Him,"Mobile, Alabama, United States",
21443,Exhorder,"New Orleans, Louisiana|New Orleans, Louisiana, United States",
21444,Roy Hargrove,"Waco, Texas, U.S.",
21445,Smokey Mountain,,
21446,Calo,,
21447,C.P.O.,,
21448,蔣志光,,
21449,Nine,The Bronx,
21450,Urinetown Musicians,,
21451,Sedigh Tarif,,
21452,Andrew E.,"Don Galo, Parañaque, Philippines",
21453,Grupo Sensacion Latina,,
21454,Benny Hinn,Jaffa,
21455,Genoa Keawe,,
21456,Cherry Poppin' Daddies,"Eugene, Oregon|Eugene, Oregon, U.S.",
21457,The Rembrandts,"Los Angeles, California, United States|U.S.",
21458,Every Mothers Nightmare,,
21459,Adamski,Lymington,
21460,Ken Jennings,Edmonds,
21461,The Simpsons,,
21462,Buck Owens,Sherman,
21463,María Sorté,"Camargo, Chihuahua|Camargo, Chihuahua (state)|Chihuahua, Mexico",
21464,Inside Out,,
21465,Charles-Valentin Alkan,Paris,
21466,Carol Comune,,
21467,Mark Lanegan,Ellensburg,
21468,La Linea,,
21469,Sylvester Weaver,Los Angeles,
21470,Love/Hate,,
21471,Superchunk,"Chapel Hill, North Carolina, United States",
21472,Sean Harkness,,
21473,Tuck Andress,,
21474,Megan Lawrence,,
21475,The Rocky Horror Picture Show Cast,,
21476,Maceo Parker,Kinston,
21477,Mietta,Taranto,
21478,LFO,,
21479,Beth Nielsen Chapman,Harlingen,
21480,Philharmonic Rock Orchestra,,
21481,Jellyfish,"San Francisco, California, U.S.","San Francisco, California, U.S."
21482,2 In A Room,,
21483,Amy Spanger,"Newbury, Massachusetts, U.S.",
21484,Moncho Santana,,
21485,Richard Reynoso,,
21486,Spencer Kayden,"Costa Mesa, California, United States|U.S.",
21487,Sudesh Bhosle,,
21488,Los Flamers,"Veracruz, Mexico",
21489,Ligabue,,
21490,Cheryl Wheeler,"Timonium, Maryland, United States",
21491,Cannibal Corpse,"Buffalo, New York, U.S.",
21492,Aterciopelados,"Bogotá, Cundinamarca Department|Cundinamarca, Colombia",
21493,Richard Bellis,Pasadena,
21494,Jomanda,"Deventer, Netherlands",
21495,Little Caesar,,
21496,LaChanze,"St. Augustine, Florida|St. Augustine, Florida, United States|U.S",
21497,Luis Vargas,,
21498,Fataneh,,
21499,Gear Daddies,,
21500,Eddy Duchin,"Cambridge, Massachusetts, U.S.",
21501,Prong,"New York City, New York, U.S.","New York City, New York, U.S."
21502,Paul Schwartz,Stamford,
21503,Chaif,"Sverdlovsk (Yekaterinburg), USSR (Russia)",
21504,Duke Jordan,New York City,
21505,INDIA,,
21506,Tiamat,,
21507,Xpansions,,
21508,Roberto Pulido,,
21509,Tracy Silverman,,
21510,Lucky Dube,Ermelo,
21511,Maldita Vecindad Y Los Hijos Del 5to. Patio,,
21512,Shin Seung Hun,Daejeon,
21513,Teenage Mutant Ninja Turtles,,
21514,Rude Boys,,
21515,Marco Antonio Vázquez,,
21516,Ron White,Fritch,
21517,Oumou Sangaré,"Bamako, Mali",
21518,Lionel Cartwright,"Glen Dale, West Virginia, United States",
21519,Daryl Coley,"Berkeley, California, U.S.",
21520,Oliver N'Goma,"Mayumba, Gabon",
21521,Johnny O.,,
21522,Underground Solution,,
21523,Virginia Lopez,,
21524,William Clarke,,
21525,Barbara Higbie,,
21526,Paul McCandless,"Indiana, Pennsylvania, U.S.",
21527,Charlie Parker Sextet,,
21528,Wade Hayes,Bethel Acres,
21529,Boo-Yaa T.R.I.B.E.,"Carson, California, United States",
21530,Partners In Kryme,,
21531,Jack Scott,Windsor,
21532,The Shamen,"Aberdeen, Scotland",
21533,Lola Beltrán,"El Rosario, Sinaloa, Mexico",
21534,Talisman,,
21535,Gino Padilla,,
21536,Youngbloodz,,
21537,Christina Aguilera,Staten Island,
21538,Miguel Y Miguel,,
21539,The Afros,,
21540,Fortisakharof,,
21541,Luciano Pavarotti,"Modena, Kingdom of Italy",
21542,Zenglen,,
21543,Gonzalo Vargas,"Montevideo, Uruguay",
21544,E-Jun Lee,,
21545,Gregg Edelman,"Chicago, Illinois, U.S.",
21546,Kid Ory,St. John the Baptist Parish,
21547,Julio Daviel Big Band Conducted by Cucco Pena,,
21548,Rory Cooney,,
21549,Nomad,,
21550,Los Diamantes De Ojinaga,,
21551,Los Broncos de Reynosa,,
21552,Beats International,"Brighton, England",
21553,Ricky Dillard & the New Generation Chorale,"Chicago|Chicago, Illinois",
21554,Quilapayún,"Santiago, Chile",
21555,Once on This Island Ensemble,,
21556,Percy Mayfield,Minden,
21557,Gil Flat,,
21558,Robin Harris,"Chicago, Illinois, U.S.",
21559,The Brand New Heavies,"Ealing, London, England, United Kingdom|UK",
21560,Eduardo Capetillo,"Mexico City, Mexico",
21561,Jazze Pha,Memphis,
21562,Goran Bregović,Sarajevo,
21563,Liz,,
21564,J. Milchberg,,
21565,Mariana Garza,"Mexico City, Mexico",
21566,Cheb Hasni,,
21567,Dave Weckl,,
21568,Chris Knox,Invercargill,
21569,Daize,,
21570,Don Dokken,"Los Angeles, California, United States|U.S.",
21571,Candy flip,,
21572,Hugues Aufray,Neuilly-sur-Seine,
21573,Samuelle,,
21574,Puerto Rican Power,,
21575,Thirteen Moons,,
21576,Hermanos Zaizar,,
21577,The Stunning,"Galway, Republic of Ireland|Ireland",
21578,Dave Koz,"Tarzana, California, U.S.",
21579,Anne Briggs,"Toton, Beeston, Nottinghamshire, England",
21580,Jack Segal,Minneapolis,
21581,Kecia Lewis-Evans,,
21582,Spread Eagle,,
21583,K-Solo,"Long Island, New York (state)|New York, United States|U.S.",
21584,Brenda White,"Burlington, Vermont, United States",
21585,Arts & Crafts,,
21586,Nishat Khan,"Kolkata, West Bengal, India",
21587,Little Benny & The Masters,,
21588,Camilo Azuquita,,
21589,Hindu Love Gods,,
21590,Jai Uttal,New York City,
21591,Salty Dog,,
21592,Nocturnus,"Tampa, Florida|Tampa, Florida, United States",
21593,La Misma Gente,,
21594,The Afghan Whigs,"Cincinnati, Ohio, United States",
21595,Toy Matinee,,
21596,Natusha,,
21597,Kid Abelha e os Abóboras Selvagens,,
21598,Kid Rock,Romeo,
21599,Thelma Gracen,,
21600,Rheinische Philharmonie,,
21601,曾淑勤,,
21602,Jimmy Liggins and His Drops Of Joy,,
21603,CeeLo Green,Atlanta,
21604,Andrea Frierson,,
21605,Meat Beat Manifesto,"Swindon, Wiltshire, England",
21606,New Fast Automatic Daffodils,"Manchester, England",
21607,Candy Dulfer,"Amsterdam, Netherlands",
21608,Poison Clan,"Miami, Florida",
21609,No FACE,,
21610,Kool G Rap & DJ Polo,"Queens, New York City, New York (state)|New York, U.S.",
21611,Neyshabour Group,,
21612,Mandingo,,
21613,Sammy Kaye,Lakewood,
21614,Young & Restless,,
21615,Andy & Kouros,,
21616,Chris Regez,,
21617,Ivy Queen,Añasco,
21618,Poet and The Roots,,
21619,Holy Soldier,"Los Angeles, California",
21620,Madredeus,,
21621,Intelligent Hoodlum,,
21622,Pegboy,"Chicago, Illinois",
21623,Pat Hamilton,,
21624,Iced Earth,"Tampa, Florida, United States",
21625,Al Barry,"Beverly Hills, California",
21626,Johnny Rivera,,
21627,Mario Lanza,,
21628,Shah Rukh Khan,New Delhi,
21629,Gene Vincent & His Blue Caps,"Norfolk, Virginia, United States",
21630,Gian Marco,"Lima, Peru",
21631,The Queers,"Portsmouth, New Hampshire|Portsmouth, New Hampshire, U.S.",
21632,Barbara Bailey Hutchison,,
21633,Dread Zeppelin,,
21634,Jerry Dixon,Chicago,
21635,Jerry Goldsmith & Alexander Courage,"Los Angeles, California, United States",
21636,The Family Stand,United States,
21637,Octava Dimensión,,
21638,Tajci,,
21639,Chi Coltrane,Racine,
21640,Jaymie Magtoto,,
21641,Tonasia,,
21642,Guardian,"Los Angeles, California","Los Angeles, California"
21643,Neil Norman,,
21644,Scatterbrain,,
21645,Ricardo Cocciante,,
21646,Bratsch,,
21647,Celtas Cortos,,
21648,Luka Bloom,Newbridge,
21649,Eddie Cooley,,
21650,Jonathan Larson,White Plains,
21651,Lunachicks,"New York City, United States|USA",
21652,La Guardia,,
21653,Carmen Campagne,"Willow Bunch, Saskatchewan, Canada",
21654,Mc Sar,,
21655,Ice Mc,,
21656,Bill Hicks,,
21657,Betty Boo,London,
21658,Dana Gillespie,Woking,
21659,Andreyev Balalaika Ensemble,,
21660,Me Phi Me,"Flint, Michigan",
21661,Kay McClelland,,
21662,Cocoa Tea,"Rocky Point, Clarendon Parish, Jamaica|Clarendon, Jamaica",
21663,Sheila Gibbs,,
21664,Björk,"Reykjavík, Iceland",
21665,Electronic,"Manchester, England","Manchester, England"
21666,The Blue Aeroplanes,"Bristol, England",
21667,Johnny Dorelli,Meda,
21668,Krystal,,
21669,The Lynn Morris Band,,
21670,Gamma Ray,,
21671,Ivi Quenns Gran Omar,,
21672,Thomas Kjellerup,Odder,
21673,Richard Desjardins,Rouyn-Noranda,
21674,Groovie Ghoulies,"Sacramento, California|Sacramento, California, United States",
21675,Ruth Laredo,,
21676,Sydney Fresh,,
21677,Amy Beach,Henniker,
21678,Steven Kapp Perry,,
21679,Chao,,
21680,The U.S. Army Infantry,,
21681,Rhino Bucket,"Van Nuys, Los Angeles, California",
21682,Insect Surfers,"Washington, DC; Los Angeles, California, United States|USA",
21683,Simone,,
21684,Marco Antonio Muñiz,,
21685,Quicksand,,
21686,Lloyd Cole,Buxton,
21687,Rob n Raz,,
21688,Stef Bos,Veenendaal,
21689,Hans Rotmo,,
21690,Bijan Mortazavi,Fereydunkenar,
21691,Bebe,"Valencia, Comunidad Valenciana, Spain","Valencia, Comunidad Valenciana, Spain"
21692,The Georgia Mass Choir,,
21693,DP,,
21694,Carole Fredericks,"Springfield, Massachusetts",
21695,David Huang,"Chiayi City, Taiwan",
21696,Lord Finesse & DJ Mike Smooth,"The Bronx, New York",
21697,Robert Bradley's Blackwater Surprise,"Detroit, Michigan, United States",
21698,周啟生,,
21699,Hechizeros Band,,
21700,Ernst Hoffmann,Berlin,
21701,Jean Leloup,Quebec City,
21702,Harry Babbitt,"St. Louis, Missouri",
21703,Ben Tankard,Daytona Beach,
21704,Orchestra On The Half Shell,,
21705,Little Tony,,
21706,Manilyn Reynes,"Cebu City, Philippines",
21707,Offering,,
21708,Shawn Kane,,
21709,Tony O'Connor,,
21710,DJ Quik,Pomona,
21711,Rene Auberjonois,,
21712,Better Than Ezra,"Baton Rouge, Louisiana|Baton Rouge, Louisiana, U.S.",
21713,Ivano Pavesi,,
21714,Rachel York,"Orlando, Florida, United States",
21715,Tractor's Revenge,,
21716,Elvis Phuong,,
21717,Etti Ankri,Lod,
21718,Kim Appleby,London,
21719,Extra Musica,,
21720,Thee Headcoats,"Chatham, Kent, England",
21721,Busted Fellas,,
21722,Robert Morse,"Newton, Massachusetts, U.S.",
21723,Tröckener Kecks,,
21724,James Naughton,"Middletown, Connecticut, United States",
21725,Joey Kid,,
21726,Osipov State Russian Folk Orchestra,,
21727,Party Animals,,
21728,Cynda Williams,"Chicago, Illinois, U.S.",
21729,Iannis Xenakis,Brăila,
21730,An Emotional Fish,"Dublin, Republic of Ireland|Ireland",
21731,Sau,,
21732,Kenny Dorham Septet,,
21733,Caron Wheeler,London,
21734,Thierry Hazard,"Compiègne, France",
21735,Suneeta Rao,,
21736,Four Vagabonds,,
21737,C+C Music Factory (Presenting Freedom Williams),,
21738,黃小琥,,
21739,Gerry McIntyre,Birmingham,
21740,Barrington Levy Ft. Mega Banton,,
21741,Babes In Toyland ,,
21742,Denzel Washington,"Mount Vernon, New York, U.S.",
21743,Little Lenny,,
21744,Tracy Scott Silverman,,
21745,Gail Kubik,Oklahoma,
21746,Nitelife,,
21747,Gene Austin,Gainesville,
21748,Trapezoid,,
21749,Sweet Deliverance,,
21750,Bass-o-Matic,,
21751,Trip Shakespeare,"Minneapolis|Minneapolis, Minnesota, United States",
21752,Aşkın Nur Yengi,"Istanbul, Turkey",
