,name,birthplace
832,Mitropoulos Giannis,NaN
833,Alfredo Sadel,Caracas
834,The Famous Ward Singers,NaN
835,Elena Kamburova,NaN
836,Christopher Hassall,London
837,Desmond Moule,NaN
838,Hermann Prey,NaN
839,Dominic Frontiere & His Orchestra,NaN
840,Choir,NaN
841,Pannalal Bhattacharya,NaN
842,Catelinet,NaN
843,Jerry Fuller Sextet,NaN
844,Bill Holman,Crawfordsville
845,Suma Paz,NaN
846,Kostas Ferentinos,NaN
847,Peter Appleyard Orchestra,NaN
848,Charlie Persip and The Jazz Statesmen,NaN
849,Steve Race,Lincoln
850,محمد عبد المطلب,NaN
851,Santiago Stevenson,NaN
852,Noeline Anderson,NaN
853,P. Susheela,NaN
854,Coronel Ludugero,NaN
855,Giorgos Papasideris,Salamis Island
856,Татьяна Покрасс,NaN
857,Fitz Vaughan Bryan Orchestra,NaN
858,D Wurzwallner,NaN
859,Bob Brookmeyer,Kansas City
860,Rita Ampatzi,NaN
861,Electric Rai Land,NaN
862,Joseito Mateo Y su Orquesta,NaN
863,The Modest Jazz Trio,NaN
864,Ahmed Rushdi,NaN
865,Michel Lanjean,NaN
866,Xrisostomos Theodopoulos,NaN
867,Giorgos Nakos,NaN
868,The Stars Of Bethlehem,NaN
869,Станисловас Рубиновас,NaN
870,The Byzantine Choral,NaN
871,Mangesh Padgaonkar,Vengurla
872,Ratikumar Vyas,NaN
873,Bob Corman,NaN
874,Hermanos Gamarra,NaN
875,Carlos Ramírez,NaN
876,C.C. Carter,NaN
877,Nikos Karakostas,NaN
878,Manhattan Brass Band,NaN
879,a) Trad.,NaN
880,Léo Delibes,La Flèche
881,Sotiria Bellou,NaN
882,John Parkin,NaN
883,Shankar Dasgupta,NaN
884,W.E.B. DuBois,NaN
885,George Russell Sextet,NaN
886,Jerzy Polomski,NaN
887,Hugo Del Carril,NaN
888,Prisoners Of Mississippi State Penitentiary,NaN
889,Sudha Malhotra,NaN
890,Los Españoles,NaN
891,Charlin Neal,NaN
892,Sery Simplice,NaN
893,Cyro Monteiro,NaN
894,Frankie Laine,Chicago
895,Charlie Parker,Kansas City
896,Isla Cameron,NaN
897,Bienvenido Granda,NaN
898,S. C. Krishnan,NaN
899,Ioannis Mpernidakis,NaN
900,Carlos Mejia,NaN
901,John Glen,Sunbury-on-Thames
902,Jani Babu,NaN
903,Ota Čermák s rytmickou skupinou,NaN
904,Ran & Nama,NaN
905,Maire O'Donohue,NaN
906,Los Machucambos,NaN
907,Usha Mangeshkar,Mumbai
908,Dimos Mpenetos,NaN
909,Miltinho,Campos dos Goytacazes
910,Sawan Dutta,NaN
911,Georgia Vasilopoulou,NaN
912,Edner Guignard & Son Ochestre,NaN
913,Machito & His Orchestra,NaN
914,Clarence Curvan Orchestra,NaN
915,Joe Sentieri,NaN
916,Les Garçons De Minuit,NaN
917,Harold Arlen,New York
918,Paul Horn Quintet,NaN
919,Paul Moer Trio,NaN
920,Ann Richards,NaN
921,Carleton Hobbs,NaN
922,Robert Schumann,Zwickau
923,Georgia Mitaki,NaN
924,The Five Tornados,NaN
925,Teddy Petersens Orkester,NaN
926,Polly Bergen,Knoxville
927,Tracy Pendarvis,NaN
928,Les Elgart & His Orchestra,NaN
929,Krishna Chandra Banerjee,NaN
930,Coachmen,NaN
931,Karima,NaN
932,"Miff Mole, Muggzy Spanier, Art Hodes, Pops Foster, Pee Wee Russell, George Wettling",NaN
933,James R. Murray,NaN
934,Marjana Deržaj,NaN
935,Argiro Gontika Giannopoulou,NaN
936,Adolphe Adam,Paris
937,Ирина Подошьян,NaN
938,The Royal Marines Band Of The Royal New Zealand Navy,NaN
939,William Howard Doane,Connecticut
940,Los Huasos Quincheros,NaN
941,Maury Laws,Burlington
942,Cappy Lewis,NaN
943,Morley Meredith,NaN
944,Grigoris Bithikotsis,Peristeri
945,Madhu Balakrishnan,NaN
946,Gina Morelli,NaN
947,Franz Lehár,Komárno
948,T. R. Mahalingam,NaN
949,Jimmy Heath Orchestra,NaN
950,Giovanni Battista Viotti,Fontanetto Po
951,Sotiria Vasileiou,NaN
952,Minoo Purushottam,NaN
953,Francois Devienne,NaN
954,Dimitris Arapakis,NaN
955,Bunny Berigan & His Boys,NaN
956,Nithyasree Mahadevan,NaN
957,Alekos Dimou,NaN
958,Jacques Prévert,Neuilly-sur-Seine
959,George Siravo,Staten Island
960,Robin Christenson,NaN
961,Andrew Arvin,NaN
962,Les Riff,NaN
963,Giannis Skliros,NaN
964,Pérez Prado,NaN
965,Tahîr tewfîq,NaN
966,Gil Adema,NaN
967,Maksim Shtraukh,NaN
968,Mehboob,NaN
969,Ellen Stekert,NaN
970,Johnny Conquet,NaN
971,Walter Brennan,Lynn
972,Los Sparks,NaN
973,José Tobias,NaN
974,Nikolai Litvinov,NaN
975,Ary Lobo,NaN
976,Mohamed Kandil,NaN
977,Fats Elpidio,NaN
978,George Russell & His Orchestra,NaN
979,Robert Russell Bennett,Kansas City
980,Hal Mooney,Brooklyn
981,César Franck,Liège
982,Sanat Sinha,NaN
983,Henry Jerome & His Orchestra,NaN
984,The Manhattan Percussion Ensemble,NaN
985,Ruggero Leoncavallo,Naples
986,Lei Tai-mui,NaN
987,Alba Del Castillo,NaN
988,Kumar Gandharva,NaN
989,Jean Françaix,Le Mans
990,Das Orchester Lutz Albrecht,NaN
991,William Clauson,NaN
992,The Singing Boys Of Mexico,NaN
993,Giorgos Mpekas,NaN
994,Horace Sprott,NaN
995,Jack Jordan,NaN
996,Bracha Tzfira,NaN
997,Josh White,Greenville
998,Duke Ellington,"Washington, D.C."
999,Ned Wright,NaN
1000,Original German bonds,NaN
1001,Los Mac Ke Mac´s,NaN
1002,Bruce Campbell,New York City
1003,Wellington Citadel Band Of The Salvation Army,NaN
1004,Leroy Anderson,Cambridge
1005,Lucio Alves,NaN
1006,Ans & Jaap Daniels,NaN
1007,Tivolis Promenadeorkester,NaN
1008,Sabita Chowdhury,NaN
1009,P. Jayachandran,NaN
1010,Müzeyyen Senar,NaN
1011,The Robert Clancy Grandchildren,NaN
1012,Al Hirt,NaN
1013,Emil Nikolaus von Reznicek,NaN
1014,Theoxaris Pantidis,NaN
1015,Filiplič Danica,NaN
1016,Giorgos Moutsios,NaN
1017,Group of children,NaN
1018,Ignacio Corsini,NaN
1019,Karem Mahmoud,NaN
1020,Wendo,NaN
1021,The George Shearing Quintet With Brass Choir,NaN
1022,Yaffa Yarkoni,NaN
1023,Karel Vlach,NaN
1024,Peter Yorke,London
1025,Rudolf Sieczynski,NaN
1026,Buddy,NaN
1027,André Hodeir,9th arrondissement of Paris
1028,Yngve Stoor,Great Copper Mountain
1029,Madhura Shantaram,NaN
1030,Shamshad Begum,NaN
1031,Dhirendrachandra Mitra,NaN
1032,Die Dixieländers,NaN
1033,Barbara Webb,NaN
1034,Peter Adler,Dresden
1035,Walter Wanderley,Recife
1036,Ebbe Rode,NaN
1037,Lou Donaldson,Badin
1038,Shifra Lerer,NaN
1039,Ed Lincoln,NaN
1040,Chhabi Banerjee,NaN
1041,Joze Privsek,NaN
1042,Russ Morgan,Scranton
1043,Noel McKay,NaN
1044,Roman Vlad,Chernivtsi
1045,Celeste Rodrigues,NaN
1046,Georgia Mplana,NaN
1047,Dancers at the Lai Haroube,NaN
1048,Humphrey Lyttelton,Eton
1049,Santhakumari,NaN
1050,The Suara Nusa-Ina,NaN
1051,Sarievski Aleksandar,NaN
1052,American Symphony Orchestra,NaN
1053,The Baysiders,NaN
1054,Thanasia Pantidis,NaN
1055,Manthos Akos,NaN
1056,Italian Brass Band,NaN
1057,Eric Ashley,NaN
1058,Stefanos Pasxalis,NaN
1059,Friedrich Leinert,Opole
1060,Bruno Canfora,Milan
1061,Dirk Bogarde,West Hampstead
1062,Dame Edith Sitwell,NaN
1063,Hally Wood,"Washington, D.C."
1064,Soula Pasalari,NaN
1065,Bennie Green,NaN
1066,The Raymond Rasberry Singers,NaN
1067,Claudionor Germano,NaN
1068,Rabindranath Tagore,Kolkata
1069,Theo Adam,Dresden
1070,Lucy Landau,NaN
1071,Leo Marini,NaN
1072,Dermott Barry,NaN
1073,Andrew Hill Trio,NaN
1074,Ernest Tomlinson,Rawtenstall
1075,Инструментальный ансамбль «Мелодия»,NaN
1076,Les McCann Ltd.,NaN
1077,S. Varalakshmi,NaN
1078,Jamuna Rani,NaN
1079,Nino de Murcia And His Spanish Ensemble,NaN
1080,Ajoy Chakrabarty,NaN
1081,Euaggelos Zaralis,NaN
1082,Wynne Miller,NaN
1083,Dora Lopes,Rio de Janeiro
1084,Kalyanam Raghuramaiah,NaN
1085,Paul Misraki,Istanbul
1086,Los Quincheros,NaN
1087,Nežić Anđelka,NaN
1088,Mubarak Begum,NaN
1089,Chara Alberstein,NaN
1090,Suhas,NaN
1091,M. Sathyam,NaN
1092,Jitendra Abhisheki,Mangeshi village
1093,Christine Ensemble,NaN
1094,Novalija Ahmed,NaN
1095,Avner Hizkiyahu,NaN
1096,Helen Bryant,NaN
1097,Hanna Ahroni,NaN
1098,Fred Hellerman,Brooklyn
1099,The Harvard Krokodiloes,NaN
1100,Arik Einstein,Tel Aviv
1101,Alice Ghostley,NaN
1102,Joaquín Rodrigo,Sagunto
1103,Frank Schildt,NaN
1104,Pithapuram Nageswara Rao,NaN
1105,Arturo Millan,NaN
1106,De Strangers,NaN
1107,Camille Feruzi,NaN
1108,Georges Arvanitas Quintet,NaN
1109,Nirmal Mukherjee,NaN
1110,Aimilia Xatzidaki,NaN
1111,Orquestra e Coro Carroussell,NaN
1112,Constantin Huhulescu,NaN
1113,Máirín Ní Dhonnchadha,NaN
1114,Alan Shayne,NaN
1115,Dmitry Kabalevsky,NaN
1116,Johnny Hoare,NaN
1117,Hicazkar Faslı,NaN
1118,Mixalis Mixalis,NaN
1119,Os Belmonts,NaN
1120,Alessandro Scarlatti,Palermo
1121,A. L. Raghavan,NaN
1122,Grigoras Dinicu,NaN
1123,Thiruchi Loganathan,NaN
1124,Harry Cox,Amsterdam
1125,Helen Traubel,NaN
1126,Aunt Dora Harmon,NaN
1127,El Niño de Ronda,NaN
1128,William Mackane,NaN
1129,Nancy Wright,NaN
1130,Sunny Sides,NaN
1131,Sharon Randall,NaN
1132,Ralph Dollimore,NaN
1133,S. P. Pichaikutti,NaN
1134,Birendra Krishna Bhadra,Kolkata
1135,Cheikh Meftah,NaN
1136,Giota Xalkia,NaN
1137,The World's Greatest Jazz Band,NaN
1138,Marty Napoleon,NaN
1139,Linda Martell And The Anglos,NaN
1140,علية,NaN
1141,Robert Ellis Orrall,Winthrop
1142,Octavio Corvalan,NaN
1143,Hubert Clifford,Bairnsdale
1144,"Детский хоровой ансамбль ""Днепряночка""",NaN
1145,"Horace Sprott, Gandy Dancers",NaN
1146,Oranim Zabar Troupe,NaN
1147,Dirch Passer,Østerbro
1148,Refîq Çalak,NaN
1149,C. S. Sarojini,NaN
1150,Rayburn Anthony,NaN
1151,Tamburaški Zbor Rtv Zagreb,NaN
1152,Ramkumar Chatterjee,NaN
1153,Stephen Foster,Lawrenceville
1154,Burton Lane,New York City
1155,Poul Reichhardt,NaN
1156,Hannah Dean & Chorus,NaN
1157,Fredric Bayco,NaN
1158,Nicola Valente,NaN
1159,Carmen McRae,NaN
1160,Helena Nama Hendel,NaN
1161,Nancy Andrews,NaN
1162,Édouard Lalo,NaN
1163,Sayed Mekawy,Cairo
1164,"Sidney Bechet, J.P. Johnson, Pops Foster, Baby Dodds",NaN
1165,Georg Böhm,Hohenkirchen
1166,Mikhail Glinka,Novospasskoye
1167,Stélios Kazantzídis,NaN
1168,Xrisostomos Theodosopoulos,NaN
1169,L. R. Eswari,NaN
1170,Mahendra Kapoor,NaN
1171,G.Sreeram,NaN
1172,Janet Pavek,NaN
1173,Nahid Niazi,NaN
1174,Joe Venuto And His Quartet,NaN
1175,Stathis Kavouras,NaN
1176,Zora Dubljević,NaN
1177,Mataios Felonis,NaN
1178,Trio Bow,NaN
1179,Die Murtaler,NaN
1180,Shirley Jackson,San Francisco
1181,Thanasis Skordalos,NaN
1182,Typical Trinidad Orchestra,NaN
1183,Cheb Messar,NaN
1184,Paul Halley,London Borough of Havering
1185,Salkovic Hamdija,NaN
1186,Lucky Romano,NaN
1187,Rowan & Martin,NaN
1188,Marga Höffgen,NaN
1189,Sotirios Panos,NaN
1190,Chuck Bradford,NaN
1191,Dimitris Perdikopoulos,NaN
1192,Bob Florence Band,NaN
1193,Siegfried Ochs,Frankfurt
1194,King Curtis and His Orchestra,NaN
1195,Nan Scott,NaN
1196,Nasim Begum,NaN
1197,Trio Vitas,NaN
1198,"Pete Seeger, Guy Carawan, and Garrett Morris",NaN
1199,Mundell Lowe & His All Stars,NaN
1200,V. C. Clinton-Baddeley,NaN
1201,Edmond Atlan,NaN
1202,Hillel Raveh,NaN
1203,The Royal Tahitian Dancers and Singers,NaN
1204,William Kroll,New York City
1205,"Handel Festival Chamber Orchestra, Gerhard Bosse, Friedemann Erben, Horst-Tanu Margraf, Maria Vermes, Werner Buschnakowski",NaN
1206,Lehakat HaNachal,NaN
1207,A. P. Komala,NaN
1208,George Davidson,NaN
1209,Frank D'Rone,NaN
1210,Wong Keng-chung,NaN
1211,Jerry Wallace,Guilford
1212,Dívčí sbor,NaN
1213,Louiza,NaN
1214,Sotiris Panos,NaN
1215,The Rookeys,NaN
1216,Robert Page,NaN
1217,Blanche Yurka,NaN
1218,Hanna Maron,NaN
1219,The Harold Land Quintet,NaN
1220,Nicasio,NaN
1221,Shimon isdraeli et ses chœurs,NaN
1222,Gil Hamilton,NaN
1223,Jean Prodromidès,Neuilly-sur-Seine
1224,Thomanerchor Leipzig,NaN
1225,Harry Jackson,NaN
1226,Alan Ridout,West Wickham
1227,Little Sirr Ryland,NaN
1228,Karp Korolenko,NaN
1229,Vincent d'Indy,Paris
1230,Les Frères Jacques,NaN
1231,The Roberta Martin Singers,NaN
1232,Xristos Panoutsos,NaN
1233,Lia Scutari,NaN
1234,Helle Virkner og Henning Moritzen,NaN
1235,Kermit Leslie & Orchestra,NaN
1236,Leila Martin,NaN
1237,Ruby Dean,NaN
1238,Carlos Gardel,Toulouse
1239,Vin Cardinal Combo,NaN
1240,Charlie Rich,Colt
1241,Dashrath Pujari,NaN
1242,Siw Malmkvist,NaN
1243,P.Shantakumari,NaN
1244,Ioammis Mpoutsis,NaN
1245,Mario Zan,NaN
1246,Vladimir Troshin,NaN
1247,Sabah,NaN
1248,Novosel Marko,NaN
1249,Akhil Bandhu Ghosh,NaN
1250,Osvaldo Gaona,NaN
1251,The Incredible Classic Foundation,NaN
1252,Edmundo Ros & His Orchestra,NaN
1253,Tramaine Hawkins,NaN
1254,Галина Беседина,NaN
1255,Narodni Orkestar Koče Petrovskog,NaN
1256,Frank Wess,Kansas City
1257,Gustav Brom,Veľké Leváre
1258,Riff Ruffin,NaN
1259,"Art Hodes, Pops Foster, Mezz Mezzrow, Vernon Brown, Peee Wee Russell, Baby Dodds, Muggzy Spanier",NaN
1260,Tony Hancock,NaN
1261,Svend Asmussen og Ulrik Neumann,NaN
1262,The Harvesters,NaN
1263,Níki Kiriakídi,NaN
1264,Кола Бельды,NaN
1265,Taito Vainio,NaN
1266,Vernon Duke,Belarus
1267,Ira Jay II,NaN
1268,"Вокальный квартет ""Аккорд""",NaN
1269,Atanasovski Petre,NaN
1270,Ester Gamilelit,NaN
1271,Jimmy Smith,Fresno
1272,Charushila Shantaram,NaN
1273,Khursheed Bano,NaN
1274,Vasilis Tsitsanis,NaN
1275,Buddy Tate,NaN
1276,Asimoúla Tsámi,NaN
1277,Theoxaris Zografos,NaN
1278,Mikael Tariverdiev,Tbilisi
1279,Felix Mendelssohn,Hamburg
1280,George Enescu,George Enescu
1281,Adou Elenga,NaN
1282,Blue Boys,NaN
1283,Zubaida Khanum,NaN
1284,Trio Matamoros,NaN
1285,Charles Gounod,NaN
1286,Irving Joseph,NaN
1287,Paul Ben-Haim,Munich
1288,Lina Sampax,NaN
1289,Catherine Sauvage,Nancy
1290,Hilel et les enfants de Galilée,NaN
1291,Norman Luboff Choir,NaN
1292,Pony Poindexter,NaN
1293,Nana Mouskouri,Chania
1294,President John F. Kennedy & President Richard M. Nixon,NaN
1295,Jean-Marie Leclair,Lyon
1296,Ayten Gencer,NaN
1297,Zaim Imamović,NaN
1298,Sydney Kay,NaN
1299,Willie Mathieson,NaN
1300,Dimitris Mpenetos,NaN
1301,Cuarteto Radar,NaN
1302,Johann Gottfried Walther,Erfurt
1303,Corul,NaN
1304,DelMar,NaN
1305,Coleman Hawkins & Friends,NaN
1306,Lámpros Papathanasíou,NaN
1307,Vaggelis Perpiniadis,NaN
1308,Daniel Kobialka,Lynn
1309,Mairi Gkika,NaN
1310,Anette Blegvad m. Danish Sharks,NaN
1311,Orfeão Universitário do Porto,NaN
1312,Kostantina Gavdroudaki,NaN
1313,Al Melgard,NaN
1314,Athanasios Giannopoulos,NaN
1315,Ivanišević Božidar,NaN
1316,Art & Paul,NaN
1317,Amal Mukherjee,NaN
1318,Sain Akhtar,NaN
1319,Raïna Raï,NaN
1320,Clifford Jordan Quartet,NaN
1321,Luis Aguile,NaN
1322,Ray Napier,NaN
1323,Váso Miloná,NaN
1324,Elie Siegmeister,New York City
1325,Dolores Duran,Rio de Janeiro
1326,Blue Avenue,NaN
1327,Will Geer,NaN
1328,Ka Piko,NaN
1329,Fayza Ahmed,NaN
1330,Ken Watanabe,NaN
1331,Felix Lavilla,NaN
1332,هدى سلطان,NaN
1333,Women-devotees dancing at the shrine of the Lai Harouba,NaN
1334,Diban Chackravarti,NaN
1335,Nikos Ksilouris,NaN
1336,Rudi Carrell,Alkmaar
1337,Little Junior Lewis,NaN
1338,Jack Burger,NaN
1339,Sarah Makem,NaN
1340,Maria Luisa,NaN
1341,Jimmy Ricks,NaN
1342,Mathangi,NaN
1343,Zoltán Kodály,Kecskemét
1344,Serafeim Gerotheodorou,NaN
1345,Tamara Miansarova,NaN
1346,Will and Sandy Scott,NaN
1347,Leon Bukasa,NaN
1348,Raymond Scott And His Swinging Strings,NaN
1349,Ira D. Sankey,Edinboro
1350,Donald Byrd Pepper Adams Quintet,NaN
1351,Srilekha Parthasarathy,NaN
1352,Jack and Marvin Loewen,NaN
1353,Johann Ludwig Krebs,Buttelstedt
1354,Karel Krautgartner,Mikulov
1355,Bruce Mason,Wellington
1356,Aida Vedishcheva,NaN
1357,Robert Casadesus,Paris
1358,Kostantinos Zografos,NaN
1359,Ernest in Love Ensemble,NaN
1360,Corul SPC,NaN
1361,Roberto Lorano,NaN
1362,Balbir,NaN
1363,Marvin Loewen,NaN
1364,Евгений Мартынов,NaN
1365,Rajee Narayan,NaN
1366,Gian Carlo Menotti,Cadegliano-Viconago
1367,Abhram Bhagat,NaN
1368,King Palmer,NaN
1369,Lili Boulanger,Paris
1370,Du-Ron Duo,NaN
1371,Veronica Gonzalez Day,NaN
1372,Lyudmila Senchina,NaN
1373,P. S. Subbiah,NaN
1374,Noro Morales,NaN
1375,وردة,NaN
1376,Richard Storrs Willis,Boston
1377,Maureen O’Hara,NaN
1378,San Salvador,NaN
1379,"TFP - Tradição, Família e Propriedade",NaN
1380,Mary O'Hara,Cape May Point
1381,Otto Brandenburg,Denmark
1382,Leuteris Melemenlis,NaN
1383,Nikos Anastasiou,NaN
1384,Edita Piekha,NaN
1385,The Guitars Duo,NaN
1386,Big Miller,NaN
1387,Glukeria Zourmpa,NaN
1388,Münir Nurettin Selçuk,Istanbul
1389,Lille Dorthe og Peter Kitter,NaN
1390,Vaso Gkika,NaN
1391,CLAVISOLO Stefan MAY,NaN
1392,Cheb Sahraoui,NaN
1393,"Young mixed chorus from Port Blair, Andaman Islands",NaN
1394,Maia & Cæsar,NaN
1395,Madhavapeddi Sathyam,NaN
1396,Agustin Magaldi,NaN
1397,nGomA,NaN
1398,Iqbal Bano,NaN
1399,"James P. Johnson, Johnny Windhurst, Mezz Mezzrow, Baby Dodds",NaN
1400,Jasna Benedek,NaN
1401,Annie Jane Kelly,NaN
1402,Gustav Winckler,Copenhagen
1403,Youmni Rabii,NaN
1404,G.Ramanathan,NaN
1405,Sidheswar Mukherjee,NaN
1406,Wilma Driessen,NaN
1407,Kóstas Pétkos,NaN
1408,Georgia Gkagka,NaN
1409,"Miff Mole, James P. Johnson, Pops Foster, Mezz Mezzrow, Baby Dodds, J. Windhurst",NaN
1410,Gery Francis,NaN
1411,Panagiotis Kosmetos,NaN
1412,Jiří Baur,NaN
1413,Mimis Sideris,NaN
1414,Bert Courtley,NaN
1415,Tony Rossini,NaN
1416,Die Goldene 3,NaN
1417,Ariel Ramírez,Santa Fe
1418,Farida,NaN
1419,"Male Assam soloist, singers with percussion from Damroh, Arbor Hills",NaN
1420,Jon Hendricks,Newark
1421,Bunny Berigan & His Boys; Vocal by Bunny Berigan,NaN
1422,Flor do Campo e Craveirinho,NaN
1423,"Guthrie T. ""Gus"" Meade",NaN
1424,Pradeep Kumar,NaN
1425,"Dora Bliggen, Freddie L. Small, Eureka Brass Band",NaN
1426,Christine Orchestra,NaN
1427,Pietro Mascagni,Livorno
1428,Rob Hobkirk,NaN
1429,Majida El Roumi,Southern Lebanon
1430,Ethel Raim and Ronnie Gluck,NaN
1431,George Van Parys,NaN
1432,Billy Keen,NaN
1433,The Shalem Brothers,NaN
1434,Anica Zubovic,NaN
1435,Morton Gould & His Orchestra,NaN
1436,Arthur Schwartz,Brooklyn
1437,Peter Read,NaN
1438,Slide Hampton Octet,NaN
1439,Jean-Philippe Rameau,Dijon
1440,Sheikh Imam,Giza
1441,Margarita Royero Y Su Conjunto,NaN
1442,Andreas Tsaousis,NaN
1443,Gustave Dalle,NaN
1444,Michal Tal,NaN
1445,Don Lusher,Peterborough
1446,Irene De Trebert,NaN
1447,John F. Kennedy,NaN
1448,Kostas Roukounas,Samos
1449,Octav Enigarescu,NaN
1450,E Bongue Bollanga,NaN
1451,Loewen Orchestra,NaN
1452,Birthe Wilke,Copenhagen
1453,Amikam Gurevich,NaN
1454,S. P. Balasubrahmanyam,Sri Potti Sri Ramulu Nellore district
1455,Anna Xrisafi,NaN
1456,Nada Mamula,NaN
1457,Rosie Day,NaN
1458,Verkaaik,NaN
1459,Mary Ann Fisher,NaN
1460,Lula Curry,NaN
1461,Luiz Piçarra,NaN
1462,Jacques Ibert,Paris
1463,Bob Florence Big Band,NaN
1464,Arthur Williams,NaN
1465,R. D. Burman,NaN
1466,Raymond Scott,Brooklyn
1467,Shlomo Weisselfish,NaN
1468,Mixalis Xatzis,NaN
1469,Wong Yuk-ping,NaN
1470,P. S. Subbaiah,NaN
1471,Willie Bradford,NaN
1472,W.H. Monk,NaN
1473,Kaíti Razí,NaN
1474,Ilieva-Glogovac Vaska,NaN
1475,"Johnny Windhurst, James P. Johnson, and Baby Dodds",NaN
1476,Rahmane,NaN
1477,Bukasa Léon,NaN
1478,Mimis Andrianos,NaN
1479,Les Blue Stars,NaN
1480,Giorgos Papadopoulos,Nicosia
1481,Das Günther Moritz-Quartett,NaN
1482,Trio Fylla,NaN
1483,Lance Roberts,NaN
1484,Chittaranjan Deb,Sylhet
1485,Pleaz Mobley,NaN
1486,Ram Marathe,NaN
1487,Pratima Banerjee,NaN
1488,Anuradha Sriram,NaN
1489,Stanley Black & His Orchestra,NaN
1490,Anna German,Urgench
1491,Ed McCurdy,"Willow Hill, Pennsylvania"
1492,Bayram Aracı,NaN
1493,Mark O'Connor,Seattle
1494,Sivaji Ganesan,NaN
1495,Tomaso Albinoni,Venice
1496,Jnan Dutta,NaN
1497,Tom Breckons,NaN
1498,Tito Puente,New York City
1499,Lula M. Curry,NaN
1500,Stillianos Mpellos,NaN
1501,Efi Netzer Singers,NaN
1502,Sabesh,NaN
1503,Danya,NaN
1504,Georgia Tzoi,NaN
1505,Jaromír Weinberger,Prague
1506,The Cliffters,NaN
1507,Francisco Selles,NaN
1508,Paulos Mpekaris,NaN
1509,Polovina Himzo,NaN
1510,"Art Hodes, Muggzy Spanier, Pee Wee Russell, Miff Mole, George Wettling, Pops Foster",NaN
1511,Tony Kraber,NaN
1512,Glenn Yarbrough,NaN
1513,Stanley Unwin,Lewisham
1514,Нелли Богуславская,NaN
1515,The Clancy Brothers,NaN
1516,Póli Pánou,NaN
1517,P. Suribabu,NaN
1518,Marieda Perkins,NaN
1519,"ВИА ""Поющие сердца""",NaN
1520,Liam Clancy,NaN
1521,Shirley Collins / Dolly Collins,NaN
1522,Los Angeles Contemporary Music Ensemble,NaN
1523,Coptic Cathedral of St. Mark,NaN
1524,Jerome Kern,Manhattan
1525,Vicente Salias,NaN
1526,Clive Richardson,NaN
1527,A. Anusooya,NaN
1528,Shri Krishna with flute,NaN
1529,Hillel and Aviva,NaN
1530,Konstantinos Zografos,NaN
1531,Harry Barris,New York City
1532,C. Day Lewis,NaN
1533,Sonora MAG,NaN
1534,Bunny Berigan & His Boys; Arranged by Matty Matlock,NaN
1535,Serge Reggiani,NaN
1536,Harish Raghavendra,NaN
1537,Teddy Edelmann,NaN
1538,Nelson Simon,NaN
1539,Dion,NaN
1540,The Marvelettes,NaN
1541,Patsy Cline,Winchester
1542,The Shirelles,NaN
1543,Jimmy Dean,NaN
1544,Del Shannon,Coopersville
1545,Johnny Horton,Los Angeles
1546,Roy Orbison,Vernon
1547,The Miracles,NaN
1548,Chubby Checker,Andrews
1549,Brian Hyland,NaN
1550,Ben E. King,Henderson
1551,Yusef Lateef,Chattanooga
1552,Thelonious Monk,Rocky Mount
1553,Cannonball Adderley,Tampa
1554,Serge Gainsbourg,Paris
1555,Wes Montgomery,Indianapolis
1556,Bobby Lewis,NaN
1557,Wanda Jackson,Maud
1558,Miles Davis Quintet,NaN
1559,Mon Rivera,NaN
1560,Ramsey Lewis Trio,NaN
1561,Steve Lawrence,NaN
1562,Carla Thomas,NaN
1563,Lee Konitz,Chicago
1564,Ray Charles,Albany
1565,Bert Kaempfert,Hamburg
1566,Lester Flatt,Overton County
1567,Coleman Hawkins,St. Joseph
1568,The Mar-Keys,NaN
1569,Grace Chang,NaN
1570,Jerry Butler,Sunflower
1571,Georges Delerue,Roubaix
1572,Kai Winding,Aarhus
1573,Grant Green,St. Louis
1574,William Steffe,South Carolina
1575,Peter Nero,NaN
1576,LaVern Baker,NaN
1577,Jan Johansson,Skellefteå
1578,Daniel Emmett,NaN
1579,Anton Rubinstein,Ofatinți
1580,Carolyn Hester,Waco
1581,Chet Atkins,Luttrell
1582,Don Shirley,Pensacola
1583,Mary Wells,Detroit
1584,Tito Rodriguez,NaN
1585,Freddie Hubbard,Indianapolis
1586,Regina,NaN
1587,Aretha Franklin,Memphis
1588,Charlie Rouse,NaN
1589,Paul Dukas,Paris
1590,Barney Kessel,NaN
1591,Art Blakey & The Jazz Messengers,NaN
1592,Pete Fountain,NaN
1593,Carmell Jones,NaN
1594,Rita Ford's Music Boxes,NaN
1595,POLYPHON WITH BELLS,NaN
1596,"The Montgomery Gospel Trio, The Nashville Quartet, and Guy Carawan",NaN
1597,Dee Clark,NaN
1598,"LARGE KALLIOPE WITH BELLS, POLYPHON WITH BELLS, REGINA",NaN
1599,Shirley Bassey,NaN
1600,LARGE KALLIOPE WITH BELLS,NaN
1601,Bobby Rydell,NaN
1602,Reverend John Henry Hopkins Jr.,NaN
1603,Larisa Dolina,NaN
1604,Milt Jackson,Detroit
1605,Ahmad Jamal Trio,NaN
1606,The Marcels,NaN
1607,Abdel Halim Hafez,NaN
1608,Tommy Makem,Keady
1609,Vincenzo Bellini,Catania
1610,Johnny Hodges,NaN
1611,Sue Thompson,Missouri
1612,Chet Atkins and his Gallopin' Guitar,NaN
1613,Dexter Gordon,Los Angeles
1614,Horace Silver Quintet,NaN
1615,John D. Loudermilk,Durham
